vintage,blank_rule,entity_id,name,hq_country,attributable_mw,units
March 2025,impute,E100000002087,OGK-2,Russia,15872.0,56
March 2025,impute,E100000001262,NRG Energy,United States,15830.52,61
March 2025,impute,E100000001366,An Hui Wenergy,China,15682.42,57
March 2025,impute,E100000000826,Polska Grupa Energetyczna,Poland,15390.4,59
March 2025,impute,E100000000433,RWE,Germany,15172.0,67
March 2025,impute,E100000001155,Berkshire Hathaway,United States,14428.71,52
March 2025,impute,E100000000646,Kansai Electric Power,Japan,14168.6,40
March 2025,impute,E100000000457,Uniper,Germany,13617.27,47
March 2025,impute,E100001000558,Adani Power,India,13528.0,24
March 2025,impute,E100000001667,Shenzhen Energy Group,China,13479.44,42
March 2025,impute,E100000000483,China Power International Development,Hong Kong,12952.22,52
March 2025,impute,E100000000255,Shanghai Electric Power,China,12668.2,49
March 2025,impute,E100000000706,Tenaga Nasional,Malaysia,12626.3,31
March 2025,impute,E100000002081,Mosenergo,Russia,12229.0,78
March 2025,impute,E100000001329,Xcel Energy,United States,12150.26,45
March 2025,impute,E100000000658,Tohoku Electric Power,Japan,12077.99,25
March 2025,impute,E100000000608,Enel,Italy,12071.0,39
March 2025,impute,E100000002158,Dubai Electricity and Water Authority,United Arab Emirates,11914.7,27
March 2025,impute,E100000000481,CLP Holdings,Hong Kong,10879.85,39
March 2025,impute,E100000001305,AES,United States,10664.03,40
March 2025,impute,E100000000648,Kyushu Electric Power,Japan,10053.85,53
March 2025,impute,E100000000882,ACWA Power,Saudi Arabia,10002.09,47
March 2025,impute,E100000000262,Shenergy,China,9599.9,37
March 2025,impute,E100000001645,SDIC Power Holdings,China,9526.95,34
March 2025,impute,E100000000552,MAPNA Group,Iran,9234.4,39
March 2025,impute,E100000001173,Carlyle Group,United States,9094.32,51
March 2025,impute,E100000000978,Naturgy Energy Group,Spain,8664.13,24
March 2025,impute,E100000001982,The Chugoku Electric Power,Japan,8564.17,35
March 2025,impute,E100002004748,DTE Energy,United States,8283.55,24
March 2025,impute,E100000000657,Sumitomo,Japan,8113.96,29
March 2025,impute,E100000002328,Talen Energy,United States,7987.68,16
March 2025,impute,E100000001870,Electricité de France,France,7979.33,44
March 2025,impute,E100000000968,Endesa,Spain,7912.6,69
March 2025,impute,E100000001078,Abu Dhabi National Energy Company,United Arab Emirates,7883.55,26
March 2025,impute,E100000001269,OGE Energy,,7601.39,28
March 2025,impute,E100000001278,PPL,United States,7478.29,27
March 2025,impute,E100000000107,Capital Power,Canada,7367.0,21
March 2025,impute,E100000001210,Evergy,United States,7345.96,55
March 2025,impute,E100000003527,Malakoff Corporation,Malaysia,7324.72,19
March 2025,impute,E100000000975,Iberdrola,Spain,7280.3,22
March 2025,impute,E100000000111,Emera,Canada,7241.49,26
March 2025,impute,E100000000651,Mitsui &,Japan,7223.32,67
March 2025,impute,E100000001139,Ameren,United States,6991.2,42
March 2025,impute,E100001000329,Qatar Electricity and Water Company,Qatar,6896.16,30
March 2025,impute,E100000002899,Edison,Italy,6873.0,20
March 2025,impute,E100000001163,Cleco Corporate Holdings,United States,6815.82,20
March 2025,impute,E100000000602,A2A,Italy,6766.5,20
March 2025,impute,E100000000387,TotalEnergies,France,6674.3,34
March 2025,impute,E100000001636,RATCH Group,Thailand,6673.63,22
March 2025,impute,E100000001940,Tata Power Company,India,6578.5,17
March 2025,impute,E100000000649,Marubeni,Japan,6359.25,58
March 2025,impute,E100000001135,Alliant Energy,United States,6248.9,23
March 2025,impute,E100000001123,SSE,United Kingdom,6146.8,19
March 2025,impute,E100000000888,Saudi Arabian Oil,Saudi Arabia,6098.0,31
March 2025,impute,E100001000208,Constellation Energy,United States,6052.97,26
March 2025,impute,E100000001758,Central Puerto,Argentina,5890.61,23
March 2025,impute,E100000001030,Gulf Energy Development,Thailand,5863.18,31
March 2025,impute,E100000000014,AGL Energy,Australia,5810.0,14
March 2025,impute,E100000000610,Eni,Italy,5784.8,41
March 2025,impute,E100001000012,ENEA,Poland,5761.0,20
March 2025,impute,E100001000083,Reliance Power,India,5760.0,12
March 2025,impute,E100000001324,WEC Energy Group,United States,5739.65,31
March 2025,impute,E100000000407,EnBW Energie Baden-Württemberg,Germany,5650.17,28
March 2025,impute,E100001000859,EL5-Energo,Russia,5565.0,23
March 2025,impute,E100000000019,Origin Energy,Australia,5413.0,16
March 2025,impute,E100000001164,CMS Energy,United States,5359.03,15
March 2025,impute,E100000001283,Pinnacle West Capital,United States,5322.97,37
March 2025,impute,E100000000650,Mitsubishi,Japan,5296.14,49
March 2025,impute,E100000000186,Fujian Funeng,China,5283.67,26
March 2025,impute,E100000000067,Eneva,Brazil,5255.7,14
March 2025,impute,E100000001029,Global Power Synergy,Thailand,5187.37,21
March 2025,impute,E100001000439,Jindal Steel & Power,India,4990.0,21
March 2025,impute,E100000000218,Hubei Energy Group,China,4956.0,12
March 2025,impute,E100000000337,CEZ,Czech Republic,4886.27,27
March 2025,impute,E100000003831,Power and Water Utility Company for Jubail and Yanbu,Saudi Arabia,4884.26,11
March 2025,impute,E100001000440,NLC India,India,4866.6,18
March 2025,impute,E100000002130,Electricity Generating,Thailand,4849.58,15
March 2025,impute,E100000000815,San Miguel,Philippines,4832.27,16
March 2025,impute,E100000000707,YTL Corporation,Malaysia,4823.5,20
March 2025,impute,E100000000953,POSCO Holdings,South Korea,4757.3,13
March 2025,impute,E100000000832,TAURON Polska Energia,Poland,4727.5,26
March 2025,impute,E100000000245,PetroChina,Taiwan,4683.09,62
March 2025,impute,E100000000476,Public Power Corporation,Greece,4647.0,11
March 2025,impute,E100000000834,EDP,Portugal,4600.42,14
March 2025,impute,E100000001986,Hokuriku Electric Power,Japan,4564.7,11
March 2025,impute,E100000000247,Power Construction Corporation of China,China,4542.97,46
March 2025,impute,E100000000156,Beijing Jingneng Clean Energy,China,4526.88,11
March 2025,impute,E100000001158,Blackstone,United States,4461.45,17
March 2025,impute,E100000000864,RusHydro,Russia,4328.0,44
March 2025,impute,E100000000480,CGN Energy International Holding,Hong Kong,4297.3,8
March 2025,impute,E100000000869,LUKOIL,Russia,4269.1,39
March 2025,impute,E100000001985,Hokkaido Electric Power,Japan,4267.4,12
March 2025,impute,E100000000084,Petróleo Brasileiro,Brazil,4253.66,20
March 2025,impute,E100000003683,OPC Energy,Israel,4193.3,14
March 2025,impute,E100000002882,EVNGENCO 3,Vietnam,4174.0,7
March 2025,impute,E100000001471,En+ Group,Russia,4167.3,46
March 2025,impute,E100000000652,Nippon Steel,Japan,4130.1,31
March 2025,impute,E100000001647,SK,South Korea,4078.96,9
March 2025,impute,E100000000654,Osaka Gas,Japan,4051.22,26
March 2025,impute,E100000000655,Shikoku Electric Power Co,Japan,4035.7,18
March 2025,impute,E100001000364,ENKA İnşaat ve Sanayi,Türkiye,4000.0,5
March 2025,impute,E100000000487,HK Electric Investments and HK Electric Investments,Hong Kong,3995.0,15
March 2025,impute,E100000000647,Kobe Steel,Japan,3948.2,6
March 2025,impute,E100001000611,Jaiprakash Power Ventures,India,3800.0,7
March 2025,impute,E100000003742,Territorial Generating Company No 1,Russia,3799.0,26
March 2025,impute,E100000001763,Pampa Energia,Argentina,3691.52,16
March 2025,impute,E100001000522,JSW Energy,India,3615.0,18
March 2025,impute,E100000003809,PetroVietnam Power Corporation,Vietnam,3600.0,6
March 2025,impute,E100000000935,GS Holdings,South Korea,3498.79,11
March 2025,impute,E100000001116,National Grid,United Kingdom,3480.4,28
March 2025,impute,E100000000746,Shell,United Kingdom,3429.32,54
March 2025,impute,E100000001454,E.ON,Germany,3339.15,24
March 2025,impute,E100000002435,Aluminium Bahrain,Bahrain,3245.9,6
March 2025,impute,E100001001053,FirstEnergy,United States,3204.0,5
March 2025,impute,E100000001223,General Electric,United States,3189.56,27
March 2025,impute,E100000003385,K-Electric,Pakistan,3155.2,12
March 2025,impute,E100000001247,KKR & Co.,United States,3152.75,23
March 2025,impute,E100000001941,Torrent Power,India,3094.0,10
March 2025,impute,E100000000909,Sembcorp Industries,Singapore,3027.5,11
March 2025,impute,E100000001371,Aboitiz Power,Philippines,3017.93,18
March 2025,impute,E100000120560,Hindalco Industries,India,2983.2,29
March 2025,impute,E100000001830,TransAlta,Canada,2706.34,16
March 2025,impute,E100000121168,RattanIndia Power,India,2700.0,10
March 2025,impute,E100000000173,China Petrochemical,China,2677.17,59
March 2025,impute,E100000122571,Baoshan Iron & Steel,China,2662.85,16
March 2025,impute,E100000001023,B.Grimm Power,Thailand,2563.34,21
March 2025,impute,E100000000620,Iren,Italy,2523.0,6
March 2025,impute,E100000001237,ITOCHU,Japan,2462.74,18
March 2025,impute,E100000001015,Formosa Plastics,Taiwan,2448.8,14
March 2025,impute,E100000002054,Hub Power Company,Pakistan,2445.79,9
March 2025,impute,E100000001384,Ares Management,United States,2442.85,10
March 2025,impute,E100000002305,Portland General Electric,United States,2401.8,7
March 2025,impute,E100001015298,Federal Grid Company - Rosseti,Russia,2396.28,124
March 2025,impute,E100000123366,Yankuang Energy Group,China,2376.94,21
March 2025,impute,E100001000736,CESC,India,2365.0,14
March 2025,impute,E100000000543,Ghadir Investment Company,,2320.8,8
March 2025,impute,E100000003440,Korea District Heating,,2274.6,8
March 2025,impute,E100000001268,NiSource,United States,2264.0,6
March 2025,impute,E100000002411,Aksa Enerji Uretim,Türkiye,2259.43,12
March 2025,impute,E100000002868,ENGIE Energía Perú,Peru,2259.0,8
March 2025,impute,E100000000980,Repsol,Spain,2216.0,11
March 2025,impute,E100000001919,KSK Energy Ventures,India,2122.0,8
March 2025,impute,E100000000114,Fortis,,2119.68,14
March 2025,impute,E100000000018,Macquarie Group,Australia,2081.23,5
March 2025,impute,E100000001306,The Dow Chemical Company,United States,2069.0,5
March 2025,impute,E100000000810,First Generation Holdings,Philippines,2058.88,7
March 2025,impute,E100000121372,TAQA Morocco,Morocco,2056.0,6
March 2025,impute,E100000000013,YPF,Argentina,2048.6,10
March 2025,impute,E100000001213,Exxon Mobil,United States,2047.51,26
March 2025,impute,E100000000687,ArcelorMittal,Luxembourg,2040.89,27
March 2025,impute,E100000000475,Metlen Energy & Metals,Greece,2040.6,4
March 2025,impute,E100000000388,Veolia Environnement,France,2018.72,32
March 2025,impute,E100000000197,Guangzhou Hengyun Enterprises Holdings,China,2000.0,6
March 2025,impute,E100000003816,Phoenix Power Company,,2000.0,3
March 2025,impute,E100000002936,Enel Generación Chile,Chile,1956.0,8
March 2025,impute,E100000001212,Exelon,United States,1925.0,8
March 2025,impute,E100000000960,Samsung C&T,South Korea,1896.7,12
March 2025,impute,E100000002727,Colbun,Chile,1857.75,8
March 2025,impute,E100000001293,Sempra Energy,United States,1827.0,5
March 2025,impute,E100000000827,ORLEN,Poland,1821.88,16
March 2025,impute,E100000001096,BP,United Kingdom,1805.93,16
March 2025,impute,E100000001132,Air Products and Chemicals,United States,1802.36,7
March 2025,impute,E100000003694,Okinawa Electric Power,Japan,1792.0,10
March 2025,impute,E100000001270,Occidental Petroleum,United States,1781.66,3
March 2025,impute,E100000123957,TBEA,China,1767.07,5
March 2025,impute,E100000001012,Formosa Chemicals & Fibre,Taiwan,1730.8,13
March 2025,impute,E100000002867,ENGIE Energía Chile,Chile,1703.0,7
March 2025,impute,E100000002579,China General Nuclear Power New Energy Holdings,Hong Kong,1691.0,3
March 2025,impute,E100000001013,Formosa Petrochemical,Taiwan,1666.8,15
March 2025,impute,E100000003994,Shamal Az Zour Al Oula Power and Water Company,Kuwait,1632.0,2
March 2025,impute,E100000000635,ENEOS Holdings,Japan,1586.7,5
March 2025,impute,E100000001198,Edison International,United States,1586.0,15
March 2025,impute,E100000000660,Tokyo Gas,Japan,1572.12,10
March 2025,impute,E100001011985,Hawaiian Electric Industries,United States,1557.1,20
March 2025,impute,E100000000955,SK Gas,South Korea,1517.2,3
March 2025,impute,E100000001133,Algonquin Power & Utilities,Canada,1492.0,12
March 2025,impute,E100001010888,Banpu Power,Thailand,1468.2,5
March 2025,impute,E100000000195,Guangxi Guiguan Electric Power,China,1462.0,5
March 2025,impute,E100000001017,Taiwan Cogeneration,Taiwan,1449.4,5
March 2025,impute,E100000120765,Larsen & Toubro,India,1400.0,2
March 2025,impute,E100000000220,Industrial and Commercial Bank of China,China,1394.56,66
March 2025,impute,E100000000185,China Energy Engineering,China,1384.0,10
March 2025,impute,E100000120009,AES Andes,Chile,1369.3,5
March 2025,impute,E100000000874,Rosneft,Russia,1368.09,16
March 2025,impute,E100000001895,Siemens Energy,Germany,1338.0,1
March 2025,impute,E100000001235,IDACORP,United States,1337.96,7
March 2025,impute,E100001000479,Vedanta,India,1325.1,14
March 2025,impute,E100000122257,Inner Mongolia Junzheng Energy & Chemical Group,China,1307.0,7
March 2025,impute,E100000000904,Keppel,Singapore,1300.0,3
March 2025,impute,E100000000522,National Aluminium,India,1297.2,13
March 2025,impute,E100000000813,Manila Electric,Philippines,1238.82,12
March 2025,impute,E100000000436,Siemens,Germany,1233.73,7
March 2025,impute,E100000000870,Norilsk Nickel Mining and Metallurgical Company,Russia,1212.0,13
March 2025,impute,E100000001937,Reliance Infrastructure,India,1205.0,5
March 2025,impute,E100000002038,Genesis Energy,New Zealand,1204.0,5
March 2025,impute,E100001016664,Jindal Poly Investment & Finance,India,1200.0,2
March 2025,impute,E100000000645,Japan Petroleum Exploration,Japan,1180.0,2
March 2025,impute,E100000000766,Equinor,Norway,1161.0,6
March 2025,impute,E100000001946,PT Cikarang Listrindo,Indonesia,1144.0,4
March 2025,impute,E100000001492,Gazprom,Russia,1143.42,8
March 2025,impute,E100000000395,BASF,Germany,1138.2,8
March 2025,impute,E100000001057,Hacı Ömer Sabancı Holding,Türkiye,1114.7,8
March 2025,impute,E100000001179,Chevron,United States,1113.3,20
March 2025,impute,E100000000030,Verbund,Austria,1106.2,5
March 2025,impute,E100000001016,Nan Ya Plastics,Taiwan,1097.8,8
March 2025,impute,E100000001254,Marathon Petroleum,United States,1087.95,4
March 2025,impute,E100002000010,GMR Power and Urban Infra,India,1084.48,5
March 2025,impute,E100000004212,thyssenkrupp,Germany,1075.0,8
March 2025,impute,E100000002056,Kot Addu Power,Pakistan,1066.0,2
March 2025,impute,E100000000360,Fortum,Finland,1053.56,7
March 2025,impute,E100000000685,Ignitis Grupe,Lithuania,1045.0,3
March 2025,impute,E100000121116,Pha Lai Thermal Power,,1040.0,6
March 2025,impute,E100001012537,Chadormalu Mining & Industrial,Iran,1038.0,2
March 2025,impute,E100000000027,OMV,Austria,994.12,3
March 2025,impute,E100000001734,Westlake,,991.5,10
March 2025,impute,E100000001827,Northland Power,Canada,987.96,7
March 2025,impute,E100000002937,Enel Generación Perú,Peru,978.7,5
March 2025,impute,E100000120541,Hanwha,South Korea,972.0,5
March 2025,impute,E100000150310,NorthWestern Energy Group,United States,968.55,10
March 2025,impute,E100000000375,Air Liquide,France,968.0,11
March 2025,impute,E100001000384,Ternium,Luxembourg,947.0,5
March 2025,impute,E100000001277,PNM Resources,United States,930.21,6
March 2025,impute,E100000004032,Shikun & Binui Energy,Israel,929.5,9
March 2025,impute,E100000002169,ALLETE,United States,926.9,4
March 2025,impute,E100001000796,S. Alam Cold Rolled Steels,Bangladesh,924.0,2
March 2025,impute,E100000000021,EVN,Austria,922.1,4
March 2025,impute,E100000000102,AltaGas,Canada,905.0,5
March 2025,impute,E100000002141,Akenerji Elektrik Üretim,Türkiye,904.0,1
March 2025,impute,E100000121261,Semirara Mining and Power,Philippines,900.0,4
March 2025,impute,E100001000963,SMN Power Holding,,873.91,3
March 2025,impute,E100000000426,MVV Energie,Germany,844.21,7
March 2025,impute,E100001000641,Archer-Daniels-Midland,United States,842.5,16
March 2025,impute,E100001000782,PT Adaro Energy Indonesia,Indonesia,836.0,6
March 2025,impute,E100000002718,Clearway Energy,United States,828.0,4
March 2025,impute,E100000000938,Hanjin Heavy Industries & Construction Holdings,South Korea,827.0,3
March 2025,impute,E100000001260,Morgan Stanley,United States,825.95,2
March 2025,impute,E100000000136,TC Energy,Canada,815.0,3
March 2025,impute,E100000000656,Sojitz,Japan,807.95,8
March 2025,impute,E100000000459,Volkswagen,Germany,804.25,9
March 2025,impute,E100002007932,Otter Tail,United States,798.18,4
March 2025,impute,E100000001983,East Japan Railway,Japan,796.4,4
March 2025,impute,E100000000265,Shenzhen Gas,,791.74,3
March 2025,impute,E100000121375,Taiwan Cement,Taiwan,785.4,2
March 2025,impute,E100000002415,Al Suwadi Power Company,Oman,766.0,1
March 2025,impute,E100000002412,Al Batinah Power Company,Oman,766.0,1
March 2025,impute,E100000000151,Agricultural Bank of China,,756.24,35
March 2025,impute,E100000001157,Black Hills,United States,755.88,10
March 2025,impute,E100000121022,PT Indah Kiat Pulp & Paper,Indonesia,755.0,7
March 2025,impute,E100000000639,Idemitsu Kosan,Japan,749.23,4
March 2025,impute,E100000002180,Avista,United States,748.4,6
March 2025,impute,E100000000524,Oil and Natural Gas Corporation,India,739.25,6
March 2025,impute,E100000001251,MGE Energy,,730.62,10
March 2025,impute,E100001000746,PT Bukit Asam,Indonesia,725.45,4
March 2025,impute,E100000001186,Consolidated Edison,,716.0,4
March 2025,impute,E100000132372,Yanzhou Coal Mining,China,715.75,4
March 2025,impute,E100000001918,Indian Oil Corporation,India,714.4,5
March 2025,impute,E100000120948,OPG Power Ventures,Isle of Man,714.0,6
March 2025,impute,E100000000015,BHP Group,Australia,707.4,2
March 2025,impute,E100001000703,Steel Authority of India,India,688.0,15
March 2025,impute,E100000000881,Tatneft,Russia,684.0,6
March 2025,impute,E100000001119,Rio Tinto,United Kingdom,678.0,8
March 2025,impute,E100000000053,CK Infrastructure Holdings,Bermuda,676.76,4
March 2025,impute,E100000000336,United Company RUSAL,Russia,670.0,10
March 2025,impute,E100001000710,PT United Tractors,Indonesia,666.67,2
March 2025,impute,E100000120779,Lucky Cement,Pakistan,660.0,1
March 2025,impute,E100001011309,WHA Corporation,Thailand,640.87,1
March 2025,impute,E100001010136,PT Krakatau Steel (Persero),Indonesia,639.94,7
March 2025,impute,E100000003966,Saras,Italy,636.0,3
March 2025,impute,E100000000050,Solvay,Belgium,634.96,14
March 2025,impute,E100000001282,Phillips 66,United States,631.0,5
March 2025,impute,E100000121462,Tosoh,Japan,630.0,4
March 2025,impute,E100000001101,Centrica,United Kingdom,627.0,5
March 2025,impute,E100000001169,California Resources,,623.0,1
March 2025,impute,E100000003676,Novolipetsk Steel,Russia,620.0,11
March 2025,impute,E100000001576,MVM Balance,Hungary,615.0,6
March 2025,impute,E100000120926,Nickel Industries,Australia,608.0,2
March 2025,impute,E100000000316,Zhuhai Port,,604.51,6
March 2025,impute,E100001000663,EVRAZ,United Kingdom,600.0,7
March 2025,impute,E100000004062,Sohar Power Company,,597.0,1
March 2025,impute,E100001010315,Salzgitter,Germany,592.0,8
March 2025,impute,E100000002037,Contact Energy,New Zealand,587.0,3
March 2025,impute,E100000001757,Aluar Aluminio Argentino,Argentina,585.0,2
March 2025,impute,E100000000472,"GEK TERNA Holdings, Real Estate, Construction",Greece,582.0,4
March 2025,impute,E100001000707,Tokuyama,Japan,577.0,5
March 2025,impute,E100000000735,Akzo Nobel,Netherlands,573.0,3
March 2025,impute,E100000001688,Sumitomo Chemical,Japan,569.8,5
March 2025,impute,E100002000740,Imperial Oil,Canada,566.0,12
March 2025,impute,E100000000135,Suncor Energy,Canada,561.0,13
March 2025,impute,E100000121564,Yuzhno-Kuzbasskaya GRES,Russia,554.0,8
March 2025,impute,E100000000662,Toyota Tsusho,Japan,542.27,3
March 2025,impute,E100000001801,Grupo Neoenergia,Brazil,533.0,1
March 2025,impute,E100001011008,Nava,India,533.0,7
March 2025,impute,E100001000793,HDC Hyundai Development,,531.96,2
March 2025,impute,E100001000177,Mitsubishi Heavy Industries,Japan,531.72,4
March 2025,impute,E100000001177,CenterPoint Energy,United States,530.4,3
March 2025,impute,E100001010084,PT Dian Swastatika Sentosa,Indonesia,525.0,7
March 2025,impute,E100001010447,DL E&C,South Korea,519.48,2
March 2025,impute,E100000000718,Grupo México,Mexico,516.2,2
March 2025,impute,E100000001943,PT AKR Corporindo,Indonesia,500.0,1
March 2025,impute,E100000003747,Nizhnekamskneftekhim,Russia,495.0,1
March 2025,impute,E100000121175,Reliance Industries,India,492.0,6
March 2025,impute,E100000000692,Tenaris,Luxembourg,483.0,3
March 2025,impute,E100000001745,Zespół Elektrowni Pątnów Adamów Konin,Poland,474.0,1
March 2025,impute,E100000120561,Hindustan Zinc,India,474.0,6
March 2025,impute,E100002005662,Eastman Chemical,United States,468.0,1
March 2025,impute,E100002000031,Dow,United States,460.0,1
March 2025,impute,E100000002364,Barka Water and Power Company,Oman,456.0,1
March 2025,impute,E100000000512,GVK Power & Infrastructure,India,450.63,2
March 2025,impute,E100000002083,Kurgan Generating Company,Russia,450.0,5
March 2025,impute,E100000000121,Maxim Power,Canada,450.0,3
March 2025,impute,E100000002088,Severstal,Russia,445.0,6
March 2025,impute,E100000000473,HELLENiQ ENERGY Holdings,Greece,441.65,3
March 2025,impute,E100001014430,Cheniere Energy,United States,432.0,1
March 2025,impute,E100000120931,Nippon Paper Industries,Japan,428.8,6
March 2025,impute,E100000001534,JPMorgan Chase & Co,United States,427.31,15
March 2025,impute,E100001000155,Evonik Industries,Germany,423.8,6
March 2025,impute,E100001010119,Fondul Proprietatea,Romania,420.23,7
March 2025,impute,E100001010018,Tata Steel,India,420.0,6
March 2025,impute,E100001000920,Nanjing Iron and Steel,China,420.0,7
March 2025,impute,E100000001250,MDU Resources Group,United States,417.87,5
March 2025,impute,E100000001450,Doreen Power Generations and Systems,Bangladesh,408.21,7
March 2025,impute,E100000120454,Filinvest Development,Philippines,405.0,3
March 2025,impute,E100000001989,Kawasaki Heavy Industries,Japan,398.0,1
March 2025,impute,E100001000516,JSW Steel,India,397.31,7
March 2025,impute,E100000001551,Zespół Elektrociepłowni Wrocławskich Kogeneracja,Poland,395.0,6
March 2025,impute,E100001000668,Gujarat Industries Power,India,386.35,6
March 2025,impute,E100000001103,DS Smith,United Kingdom,384.0,8
March 2025,impute,E100001011696,Ranhill Holdings,Malaysia,380.0,2
March 2025,impute,E100000001885,K+S,Germany,379.0,4
March 2025,impute,E100001000649,Cleveland-Cliffs,United States,377.8,6
March 2025,impute,E100000135336,Celsia Colombia,Colombia,376.0,2
March 2025,impute,E100000120871,Mudajaya Group,Malaysia,374.4,4
March 2025,impute,E100001010708,POSCO International,South Korea,372.0,2
March 2025,impute,E100000121604,İzdemir Enerji Elektrik Üretim,Türkiye,370.0,1
March 2025,impute,E100000000817,Vivant,,369.2,6
March 2025,impute,E100000001319,United States Steel,United States,369.0,2
March 2025,impute,E100000003772,Pakgen Power,Pakistan,365.0,1
March 2025,impute,E100000000424,Linde,United Kingdom,362.6,1
March 2025,impute,E100000001768,APA Group,Australia,362.2,4
March 2025,impute,E100000000638,INPEX,Japan,361.39,8
March 2025,impute,E100000121206,SGC Energy,South Korea,361.0,3
March 2025,impute,E100000002938,Enel Generación Piura,Peru,360.8,3
March 2025,impute,E100000002134,Thai Oil,Thailand,356.98,3
March 2025,impute,E100000000103,Barrick Gold,Canada,356.15,3
March 2025,impute,E100000120309,Daio Paper,Japan,356.0,5
March 2025,impute,E100001000878,Bharat Heavy Electricals,India,354.24,2
March 2025,impute,E100000121484,UBE,Japan,353.2,3
March 2025,impute,E100001011103,Eastern Power Group,Thailand,350.0,1
March 2025,impute,E100000121235,Sakhalinenergo,Russia,345.0,5
March 2025,impute,E100000001379,Antin Infrastructure Partners,France,345.0,2
March 2025,impute,E100000000598,Rapac Communication and Infrastructure,Israel,340.21,5
March 2025,impute,E100000121588,Çan2 Termik,Türkiye,330.0,1
March 2025,impute,E100000003476,Lalpir Power,Pakistan,326.0,1
March 2025,impute,E100000000927,Sasol,South Africa,324.0,2
March 2025,impute,E100000000513,GAIL,India,321.82,4
March 2025,impute,E100000120611,PT Indika Energy,Indonesia,316.8,2
March 2025,impute,E100001011107,RAO ES Vostoka,Russia,315.0,5
March 2025,impute,E100000120972,ORIX,Japan,310.32,4
March 2025,impute,E100001000520,Life Insurance Corporation of India,India,304.08,2
March 2025,impute,E100000120945,OCI Holdings,South Korea,304.0,2
March 2025,impute,E100001011407,UNACEM Corp,Peru,300.6,1
March 2025,impute,E100000121281,Shree Cement,India,300.0,2
March 2025,impute,E100000002080,Magnitogorskiy Metallurgicheskiy Kombinat,Russia,300.0,6
March 2025,impute,E100000002162,Atlantica Sustainable Infrastructure,United Kingdom,300.0,2
March 2025,impute,E100000001770,Energy World,Australia,299.25,2
March 2025,impute,E100002003582,Intesa Sanpaolo,Italy,286.97,3
March 2025,impute,E100000002414,Al Kamil Power Company,,285.0,3
March 2025,impute,E100000001275,PBF Energy,United States,284.0,3
March 2025,impute,E100000000643,JFE Holdings,Japan,281.7,2
March 2025,impute,E100000000580,Smurfit Kappa Group,Ireland,280.8,3
March 2025,impute,E100000000889,Saudi Basic Industries,Saudi Arabia,280.0,4
March 2025,impute,E100000123215,Xinyu Iron & Steel,China,279.0,3
March 2025,impute,E100000123560,Shanying International Holdings,China,277.0,5
March 2025,impute,E100002005629,Far Eastern New Century,Taiwan,273.24,2
March 2025,impute,E100000000950,Korea Zinc,South Korea,270.0,1
March 2025,impute,E100000001265,New Fortress Energy,United States,270.0,2
March 2025,impute,E100001000064,Kaidi Ecological and Environmental Technology,China,270.0,2
March 2025,impute,E100001000303,Altern Energy,,269.91,1
March 2025,impute,E100001011131,IRPC,Thailand,267.98,3
March 2025,impute,E100000001072,Türkiye İş Bankasi,Türkiye,265.83,3
March 2025,impute,E100000120748,Kumho Petrochemical,South Korea,264.0,2
March 2025,impute,E100001010549,VPower Group International Holdings,Hong Kong,262.13,4
March 2025,impute,E100000000372,UPM-Kymmene,Finland,262.0,3
March 2025,impute,E100000000353,Seaboard,United States,261.0,2
March 2025,impute,E100000000585,Delek Group,Israel,258.97,3
March 2025,impute,E100001000677,Indian Metals and Ferro Alloys,India,258.0,5
March 2025,impute,E100001000609,Jaiprakash Associates,India,253.0,5
March 2025,impute,E100000120686,Jindal Stainless,India,250.0,2
March 2025,impute,E100001000669,Gujarat Mineral Development,India,250.0,2
March 2025,impute,E100000000805,ACEN,Philippines,249.85,3
March 2025,impute,E100000000619,Hera,Italy,241.6,4
March 2025,impute,E100000001071,Turcas Petrol,Türkiye,239.22,1
March 2025,impute,E100000001905,Wacker Chemie,Germany,238.0,2
March 2025,impute,E100000000531,UltraTech Cement,India,235.0,5
March 2025,impute,E100000002135,WHA Utilities and Power,Thailand,230.9,7
March 2025,impute,E100001010133,South32,Australia,230.48,4
March 2025,impute,E100000120426,Eramet,France,230.18,2
March 2025,impute,E100000121051,PT Pabrik Kertas Tjiwi Kimia,Indonesia,230.0,4
March 2025,impute,E100000001220,FreePort-McMoran,United States,229.55,4
March 2025,impute,E100000001597,Newmont,United States,228.45,3
March 2025,impute,E100000002976,Engro Powergen Qadirpur,Pakistan,227.0,1
March 2025,impute,E100000001069,Petkim Petrokimya Holding,,226.0,1
March 2025,impute,E100000001465,Elektroprivreda Crne Gore,Montenegro,225.0,1
March 2025,impute,E100000121352,Sumitomo Osaka Cement,Japan,224.5,3
March 2025,impute,E100000004388,Zorlu Enerji Elektrik Uretim,Türkiye,223.2,2
March 2025,impute,E100001000618,SPC Power,Philippines,221.0,2
March 2025,impute,E100000000148,Energía Latina,Chile,220.3,3
March 2025,impute,E100000001984,Hitachi Zosen,Japan,218.8,2
March 2025,impute,E100001001023,Rojana Industrial Park,,206.25,1
March 2025,impute,E100000003950,Ratch Pathana Energy,Thailand,202.7,1
March 2025,impute,E100000000428,Munich RE,Germany,200.25,2
March 2025,impute,E100000002067,Romgaz,Romania,200.0,1
March 2025,impute,E100000000840,Industries Qatar,Qatar,200.0,1
